"Valuation_Cr"
28940.0949098063
26023.809029576
17706.9543141053
24659.8230672337
20698.1832537948
24723.1292412138
28214.7073185479
15742.8933375506
13242.6917932299
17870.5165035595
19582.4288414135
14338.3213139615
15383.4043362603
13345.2966216438
48343.3793254492
24416.9016533002
13203.593153363
26167.7003552406
30747.0621123623
21475.7114713703
12514.8246542284
13084.6827954091
14646.4477617647
23513.3146869568
38861.6371603548
18404.5494552084
17109.745612014
37800.7412973862
18512.7680482725
18872.5451516391
55836.9907014877
17721.2427455579
12259.4757172955
43304.0229129582
53082.9702103164
28421.798735143
13681.5393404047
19156.7882216585
11757.8486344121
36062.5566811778
21484.4133325732
16185.1713479239
20611.9610219759
16300.57650817
21689.0613054477
38781.5726115249
28841.6913463788
62405.8521022479
14381.6958035602
24433.0245617029
26303.4914035349
11593.4094120909
14979.496871996
27658.6161582455
13524.2580907231
41764.9288341129
16966.845101776
17626.9114500694
43603.1794075681
43382.0042821517
31262.4962088895
15985.7463849764
38464.2701603046
34218.2430148561
25770.9512637029
52112.7426052501
9043.43072074196
23115.1723255819
16097.1279711104
17402.5615010301
19617.8265555551
18362.9660211728
27631.4692927155
13585.153320537
19815.1407969241
22036.8525693719
12213.5186826493
17107.5430675886
11380.2195172231
17367.4245377685
19964.9236717879
17786.8874573448
12060.830100924
19064.8445458766
23950.3956843843
12995.5762693124
19364.6301793911
20334.1003999829
13937.5560002795
16581.9391224047
15938.7242782869
16789.1182438087
29974.2422049319
17677.9787843051
9903.1288100029
10103.663198254
23898.207868179
17505.8447474685
8410.31402296472
12325.1573038466
33220.3988792377
21600.8425645708
22398.3644420191
16133.0193847469
26396.6033662496
13338.7686980606
23622.1401060592
25812.557004053
18537.8916015905
11460.1766060152
9128.8026820337
20633.6108849209
11551.6033242133
18394.3951295521
20369.400786177
20037.6528047303
13341.5063978489
75552.1158789345
27860.6668670047
15250.9018533477
16276.4406154549
19705.1143804859
19298.0942876127
13022.5213730365
18274.8610084078
21032.8369254105
24459.7351010201
16474.926097368
17108.125430713
13752.7224049593
57465.6470568888
17484.1104964484
18847.9156104336
12723.8051739198
18117.1971541834
13572.0048590468
11617.3933164972
9937.43887407487
12053.7668439264
18994.4849495344
14411.1165994865
28598.301020315
33665.3483710593
12370.2542334603
17044.2239930472
13347.6807247919
28178.4166525841
24925.3402642101
14121.0643603562
14710.5102461482
13654.2481067641
17547.8671953157
20129.5747121459
16528.8869323964
12351.2738141921
29183.6642938438
24405.4212595602
18765.8174247002
12779.2120725651
15872.1690444246
16292.9314903113
19238.2786933517
25783.5495005863
17259.9066842576
14752.8931331435
16374.9390283017
27386.1605119048
33726.4707299772
40398.8882450212
17236.1094321251
10855.3953107343
28857.0456319835
15059.0514364409
20286.5422196313
17644.0397826855
17797.6616274981
19327.2996280183
34721.7494594907
43848.0970072465
21080.6204103248
24010.2736345072
33027.6307918604
18833.9564614909
32643.8993610386
18238.7979653676
21517.568961907
14234.6752908492
37509.7828182118
23199.1288370701
11161.8628440101
16634.0906449772
19239.9488147
